pickup_street,pickup_street2,pickup_city,pickup_state,pickup_zipcode,order_id,dropoff_street,dropoff_street2,dropoff_city,dropoff_state,dropoff_zipcode,dropoff_earliest_datetime,dropoff_latest_datetime,customer_name,customer_email,customer_phone_number,dropoff_notes,delivery_items,signature_required,delivery_proof_photo_required,sms_enabled,workload
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,3499f8b1-3312-40a9-a4db-0dbd1ba3a1bd,220 E 26th St Apt Lc,,New York,NY,10010-2421,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c640f40c-d903-4feb-a1b7-c40ee000ed41,2451 85th St # 2,,East Elmhurst,NY,11370-1606,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d85e1b0e-4a34-41aa-bc19-879f2f24af76,50 W 34th St Apt 15B1,,New York,NY,10001-3084,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,fd4a5cfb-e4a9-4884-99b3-a9bd9e588659,330 7th Ave Ste 1203,Suite 1203,New York,NY,10001-5918,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9f6f730c-e340-4522-8ca9-daa8e3849ef2,2507 157th St,,Flushing,NY,11354-1528,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.6000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,18c85d1b-232e-4a45-88b8-9d3cb5cb4fa1,153 E 57th St,,New York,NY,10022-2119,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,223c6637-f21b-429c-9ef7-f20b87d8459b,3715 Warren St # 1,1fl,Jackson Heights,NY,11372-8030,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.5
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ff38eeb4-1918-43db-87d9-a512af718489,3544 101st St,,Corona,NY,11368-1847,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b92e697e-d707-43b1-ba52-fbc2d0ed0a90,515 9th Ave Apt 8H,,New York,NY,10018-2845,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,643f7bd7-bd8b-49f1-b597-3b1d3db1ce03,6402 136th St,,Flushing,NY,11367-1113,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,4c0e7a2d-3953-46e7-b4a1-fe9289a9aec2,21306 75th Ave Apt 4M,,Oakland Gardens,NY,11364-3324,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,18a6af31-464f-40f1-8261-89088f2489cf,30 Park Pl Apt 63D,,New York,NY,10007-2580,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.5
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f5818f81-ed5f-42e6-9b2c-a08404d600f0,27 Wooster St Apt 2A,,New York,NY,10013-3127,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,0d3a5302-5f29-4f4e-ba14-b3c403c8cd00,220 E 10th St Apt 3R,,New York,NY,10003-7774,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,acc88ed2-873e-4f9f-92de-e9ae2a43bb97,2625 30th St Apt 2,,Astoria,NY,11102-2185,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,5c4e8de7-2cfa-4864-b291-ed9ae0fc306f,75 Henry St Apt 27,Ef,Brooklyn,NY,11201-1752,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d30e8b49-b646-47a8-b45f-812df27621d4,120 E 34th St Apt 5O,,New York,NY,10016-4633,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,54a3d64d-8508-4428-91c3-e08917c6b148,169 Huron St Apt 2B,,Brooklyn,NY,11222-7731,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f1f4a28a-fea6-46b8-be45-36d8116f7520,73 S 6th St,,Brooklyn,NY,11249-1807,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9a8f03bb-27ce-476b-ae9f-0550c74aaea5,310 W 56th St Apt 9A,,New York,NY,10019-4218,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2353415c-f532-427e-a684-aff55dd683ca,1 S 1st St Ph 2J,,Brooklyn,NY,11249-4333,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6aea0f04-1607-4509-bce4-cebf4afc14bc,10 Waterside Plz Ste 33D,,New York,NY,10010-2649,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,3460e941-9169-4236-84b4-54eb00d1a4c1,3515 Leverich St Apt 112,,Jackson Heights,NY,11372-3901,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,aa23b57a-621e-4f42-8d3a-216637f3f40c,445 5th Ave Apt 23B,,New York,NY,10016-0133,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,fbe9bbf7-7670-4811-ab29-7cef8836b919,5313 72nd Pl,,Maspeth,NY,11378-1517,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,beff1c54-34fe-4cf7-a463-bf22d1056537,140 W 79th St Apt 6F,,New York,NY,10024-6428,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2c0568cd-1d95-4a02-8afd-38e6581dae26,60 S 8th St Apt 600,,Brooklyn,NY,11249-6155,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,474883c2-8b79-4647-9ab3-e26980f8086c,243 W 28th St # N19D,,New York,NY,10001-5993,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d5cd4200-9037-43b4-b205-66c6db391d07,85 ADAMS ST APT 14C,,BROOKLYN,NY,11201-1408,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,231152969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,799a23da-64ec-43d5-beab-4062edbd744b,327 CENTRAL PARK W APT 5A,,NEW YORK,NY,10025-7631,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,0,297912969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,fb449aa4-9158-4a1c-9a23-470d9305a26c,180 MONTAGUE ST APT 4D,,BROOKLYN,NY,11201-3616,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,241986969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,4361c859-7585-404d-9be5-d7473d459d0a,10820 62ND DR APT 1F,1F,FOREST HILLS,NY,11375-1213,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,219786969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,5634f727-f8c1-4ea0-af1a-3dfe916ff52f,3 POST ST,,GLEN HEAD,NY,11545-1807,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,245586969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,be60c48d-dc92-4571-8752-73fc4ebe3631,3411 42ND ST APT 3L,,LONG IS CITY,NY,11101-1299,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,276276969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,590f09b4-08c7-4164-be76-b5e7383d8552,199 E 100TH ST APT 2,,NEW YORK,NY,10029-6236,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,0,299656969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,73d87c57-7f97-4120-97cb-39df8d0fc113,7122 163RD ST,,FRESH MEADOWS,NY,11365-2584,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,277656969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,31a5dfa9-de81-462f-9677-c2f65fd9fb8a,300 E 54TH ST APT 17L,,NEW YORK,NY,10022-5023,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,253956969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,0ab94d69-d323-457d-ae3b-60b5ebcbce84,9911 57TH AVE APT 6A,,CORONA,NY,11368-3720,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,241756969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,73ee9543-f0ae-4cf0-abac-180df306d673,83 LEDGEWOOD DR,,SMITHTOWN,NY,11787-4246,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,0,279416969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a89726b3-6648-48db-b7a0-f6bfeb23dcf3,2116 33RD ST APT 2,,ASTORIA,NY,11105-2580,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,269116969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,24e7d628-2869-452b-a00a-6d1ae108d6c7,237 NASSAU ST APT 2F,,BROOKLYN,NY,11201-2023,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,215316969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bcdb6058-6e7d-417e-9931-2bb935e946dd,207 W 11TH ST APT 6B,,NEW YORK,NY,10014-2209,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,284236969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,88bbad48-865a-411b-aee2-bbedfdbbcef4,38 SPUR LN,,CENTEREACH,NY,11720-2514,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,0,248136969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bd7ef6e3-e4e6-44ca-9db3-d9750151f3b6,15 CHARLES ST APT 15A,,NEW YORK,NY,10014-3025,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,283449969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9845fdb5-2db5-4a0f-8e6e-c9a95880d871,167 SANDS ST APT 110,,BROOKLYN,NY,11201-7402,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,259649969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f192042a-2078-4d8c-bcb5-74034337f360,1680 ROUTE 25A,,COLD SPG HBR,NY,11724-1500,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,278749969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a47166b7-4632-4ce3-b9ee-c5e0eb9d3b55,190 POWERS ST,GROUND FLOOR,BROOKLYN,NY,11211-5171,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,0,224149969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,cfc357e5-8c17-476b-9992-07ddabfda9aa,87 HICKORY ST,,PORT JEFF STA,NY,11776-2117,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,217149969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,399a98c0-b84d-482a-8dc9-d8ee6085d980,245 E 58TH ST APT 7A,,NEW YORK,NY,10022-1339,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,241349969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ea3693f8-e54a-4113-b53e-a993187feec4,23215 SEWARD AVE,,QUEENS VLG,NY,11427-2130,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1,264229969_1,0,1,0,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,0ddc6e72-00d0-47a8-8b4b-f61c5e2533dd,17 Belleview Ave,,Port Washington,NY,11050-3606,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,5407ce1c-8b6a-45b5-87a1-4877d9a94cef,78 Jackson St Apt 2A,,Brooklyn,NY,11211-2217,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,7978f556-8747-4145-86ed-7a136550599f,20 E 35th St Apt 4D,,New York,NY,10016-3851,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ff5f959f-12a2-4ce0-9e37-91dcb7a4e86a,25-36 Broadway,ground fl,Long Island City,NY,11106,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d37162f9-d27a-488b-b381-28d602aeeafc,165 Broome St,,New York,NY,10002-5795,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,cecbc85d-04c0-4f0f-a296-30ef0a44b1df,8144 256th St,,Glen Oaks,NY,11004-1416,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,e92be8d1-30fc-49f1-b9cd-f0f9cb6f226f,115 York St Apt 17D,,Brooklyn,NY,11201-7581,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2f1a112b-3a55-4a76-b8f5-c9ad2eda0d63,501 E 74th St Apt 4A,,New York,NY,10021-0141,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,7248b0c0-2724-483b-82b7-417f54aaad21,3034 74th St Apt 2,2nd Floor,East Elmhurst,NY,11370-1477,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b00864dd-ea8b-41f8-8556-39f08bb9bd49,1623 3rd Ave Apt 8K,,New York,NY,10128-3647,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,fc90de4d-727b-4a69-ac52-ebaa184fdfb5,145 2ND AVE,APT 4,NEW YORK,NY,10003-5742,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bf20c022-a265-4873-bc99-50a9c2e54235,28 Box St,,Brooklyn,NY,11222-5584,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,dfad3f85-ad71-48c1-a194-318b52f41a31,350 W 50th St Apt 21B,Apartment 21B,New York,NY,10019-6675,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,3cf33ba0-56c4-4c2e-a0ca-7cadeba3c178,3528 77th St Apt 21,,Jackson Heights,NY,11372-4580,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,13c58bf4-93fc-46b1-ba5f-7a67cd9a8a68,575 Park Ave,,New York,NY,10065,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188274199,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b71424dc-6a49-42f6-a515-bb40cb589b16,82 Beaver St Apt 805,,New York,NY,10005-3401,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,57fdccd2-30c1-4a7c-8ebf-0383713745bb,412 Suydam St Apt 4B,,Brooklyn,NY,11237-3432,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ff6e1a18-1ca9-4a60-8e28-2a37c2f3928c,133 Lexington Ave,Apt Ph,New York,NY,10016-8351,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,22b70518-9303-497d-a2d3-653a5ff3bfdf,175 W 12th St Apt 9M,,New York,NY,10011-8221,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c4d4d355-c0e1-448a-b987-2bfdfaaee133,1657 York Ave,,New York,NY,10128,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,"1657 york ave, new york, NY, 10128",188280979,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c040df57-3a60-4eb8-a360-336ff4d8eb0a,16 McKibben Ct,"# 2",Brooklyn,NY,11206,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188290907,0,1,1,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,14fffe17-9cfb-4ef2-8ad6-c7a39e40a89b,9 W 31st St Apt 20F,Unit 20F,New York,NY,10001-4548,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,db382cfa-f514-48e8-a5c5-5f0bdaf76db8,21752 Corbett Rd,,Bayside,NY,11361-2241,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,7d2fc82a-bc5b-499e-9262-996b602fd6a5,21 John Bean Ct,,Port Washington,NY,11050-4628,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bf4689fd-c710-4ff1-bc08-506d0242d2f8,2576 47th St,,Astoria,NY,11103-1109,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c6000c3c-bef2-419d-a765-0afbc49da822,7 Hutchinson Ct,,Great Neck,NY,11023-1621,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,47f28492-5e8a-4985-a6e1-06bfe2671c1f,226 E 10th St,Apt 6,New York,NY,10003,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,buzz apartment 6 - mary Luciano and leave inside the lobby please,188276622,0,1,1,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,20dcf347-49d5-4daf-9666-2d9223ba7323,3320 23rd St,2,Astoria,NY,11106,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188276809,0,1,1,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,fe2f8cac-39f3-4c9e-944a-28fe80f6a2d5,2066 26th St Apt 1B,,Astoria,NY,11105-2985,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a641b06b-9e94-4cc6-843f-28f4b8cfbbb4,247 W 46th St,Apt 4101,New York,NY,10036,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188277343,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b6f69d17-0e85-410b-85b4-f16055ee8301,144 Nassau Ave,Apt 2,Brooklyn,NY,11222,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188279429,0,1,1,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ead88f77-5f1b-4dfe-bf4a-b611b95814ea,16132 Jewel Ave Apt 5D,,Flushing,NY,11365-4375,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,66fa044d-ba98-4e2e-ad02-13ea26062ccd,6115 Saunders St,,Rego Park,NY,11374-1026,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2f94839b-f6eb-42c8-b859-c9c6c286ed4f,360 E 88th St Apt 6F,,New York,NY,10128-4984,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,91cf105c-71ec-483f-9656-db829bc7cb04,178 E 80th St Apt 17A,,New York,NY,10075-0482,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a060aa3b-5e40-419b-97de-a2d1c9c85c24,2373 Broadway Apt 724,,New York,NY,10024-2835,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,e5c47417-e7f7-4d57-9d68-51d102873b03,321 E 89th St,Apt 3E,New York,NY,10128,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188281509,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d049f703-08bc-499f-a0f8-f33d27318a69,130 W 32nd St,,New York,NY,10001-3202,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,75af7336-e018-4b11-8a70-96f93e085690,264 Water St Apt 5C,,New York,NY,10038-1741,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,2.4000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ef035733-a156-49be-b678-05e8890b05c5,6748 Ingram St,,Forest Hills,NY,11375-4139,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8e5836d6-1897-4470-b940-032b60274bef,1325 Avenue of the Americas Fl 31,31st Floor (c/o Cohen Ziffer),New York,NY,10019-6050,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6b46328d-842e-4bcd-8fed-e0057d48f0be,21 John Bean Ct,,Port Washington,NY,11050-4628,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,2.4000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,672c4dd3-1dad-4454-87c8-b3541813f8bd,45 Park Ave Apt 402,,New York,NY,10016-3488,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,245c2f72-52a6-4af9-bc48-5652849a1960,4 W 21st St,Apt 8A,New York,NY,10010,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188283225,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,baa160e7-5dd2-4266-a292-df3c7652f01f,181 Hudson St,Apt 4C,New York,NY,10013,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188283355,0,1,1,0.5
